"Fecha","Prediccion"
2018-08-31,2099.58331284267
2018-09-01,91.6346335379862
2018-09-02,0
2018-09-03,463.067036465451
2018-09-04,590.924209840247
2018-09-05,746.694180454077
2018-09-06,680.634415490147
2018-09-07,713.764957259731
2018-09-08,172.932990691325
2018-09-09,0
2018-09-10,598.196972156323
2018-09-11,720.307059683508
2018-09-12,843.571821640467
2018-09-13,813.089513995319
2018-09-14,832.848249235826
2018-09-15,148.628713235508
2018-09-16,0
2018-09-17,601.515751487378
2018-09-18,680.391750154826
2018-09-19,776.386402231092
2018-09-20,774.312045465948
2018-09-21,799.669875352644
2018-09-22,153.895325046384
2018-09-23,0
2018-09-24,664.100827355207
2018-09-25,887.49601769993
2018-09-26,1029.68000087977
2018-09-27,1177.52698763921
2018-09-28,1378.25288535721
2018-09-29,561.031989759767
2018-09-30,0
2018-10-01,346.585730368342
2018-10-02,467.528212419905
2018-10-03,632.080194113778
2018-10-04,698.348860390654
2018-10-05,758.092328264359
2018-10-06,166.8918905452
2018-10-07,0
2018-10-08,555.611937103521
2018-10-09,686.527792626918
2018-10-10,815.303473170998
2018-10-11,819.742365312422
2018-10-12,852.856533795551
2018-10-13,184.339655504641
2018-10-14,0
2018-10-15,0
2018-10-16,593.318960671087
2018-10-17,728.881905780765
2018-10-18,748.289813882893
2018-10-19,788.488362831878
2018-10-20,170.283340713588
2018-10-21,0
2018-10-22,598.600073231612
2018-10-23,723.230325249907
2018-10-24,880.853305557083
2018-10-25,958.670451894104
2018-10-26,1012.82013715541
2018-10-27,305.911112152432
2018-10-28,0
2018-10-29,949.310772136185
2018-10-30,1525.48339613143
2018-10-31,2216.56051504028
2018-11-01,571.697211945717
2018-11-02,688.128369456799
2018-11-03,161.827360638013
2018-11-04,0
2018-11-05,0
2018-11-06,613.774767340025
2018-11-07,766.368664676958
2018-11-08,814.121389816928
2018-11-09,852.609728137872
2018-11-10,198.079258265155
2018-11-11,0
2018-11-12,0
2018-11-13,659.521036545384
2018-11-14,764.722602566547
2018-11-15,789.565320844517
2018-11-16,831.125640454678
2018-11-17,185.261307359335
2018-11-18,0
2018-11-19,601.180687653513
2018-11-20,720.662376453862
2018-11-21,866.38797223238
2018-11-22,933.43719291064
2018-11-23,1061.17359580516
2018-11-24,338.509248004888
2018-11-25,0
2018-11-26,767.046529757581
2018-11-27,1154.97366436135
2018-11-28,1453.51105306227
2018-11-29,1764.44127983728
2018-11-30,2269.61258245034
2018-12-01,87.045803073849
2018-12-02,0
2018-12-03,594.818892767165
2018-12-04,733.668681549832
2018-12-05,923.571683904359
2018-12-06,981.188152224345
2018-12-07,1056.34360367158
2018-12-08,0
2018-12-09,0
2018-12-10,759.50879751431
2018-12-11,972.955426248152
2018-12-12,1116.40244617194
2018-12-13,1157.15255086366
2018-12-14,1202.91085672326
2018-12-15,254.994092908078
2018-12-16,0
2018-12-17,894.152486278146
2018-12-18,1225.42086566078
2018-12-19,1447.95683859024
2018-12-20,1491.53296636769
2018-12-21,1529.39516706853
2018-12-22,480.352592343001
2018-12-23,0
2018-12-24,952.96041787446
2018-12-25,0
2018-12-26,1457.56414452237
2018-12-27,1862.74163239457
2018-12-28,1621.79247179211
2018-12-29,377.841456263955
2018-12-30,0
2018-12-31,317.640952464825
