"Fecha","Prediccion"
2012-01-01,0.0230394340357221
2012-01-02,549.903991395172
2012-01-03,732.079663313824
2012-01-04,870.675077061249
2012-01-05,948.06297876883
2012-01-06,1008.067761412
2012-01-07,290.084749978007
2012-01-08,2.51041217897392
2012-01-09,9.15489487417184
2012-01-10,897.607111077618
2012-01-11,1007.23756921724
2012-01-12,1044.10889823195
2012-01-13,1066.39005217792
2012-01-14,297.408893929874
2012-01-15,2.51687545720002
2012-01-16,710.065972060179
2012-01-17,883.960967074869
2012-01-18,991.924734966163
2012-01-19,1028.23551643273
2012-01-20,1050.17793438661
2012-01-21,294.200379012161
2012-01-22,2.52335537570762
2012-01-23,727.993923788362
2012-01-24,935.102993951372
2012-01-25,1092.4141806481
2012-01-26,1189.5108398534
2012-01-27,1287.62924178942
2012-01-28,384.030555646389
2012-01-29,3.50667552488638
2012-01-30,1077.05908665801
2012-01-31,1472.87480404711
2012-02-01,887.316677699536
2012-02-02,992.463520663293
2012-02-03,1083.98163372255
2012-02-04,320.414328755566
2012-02-05,2.84830765805924
2012-02-06,836.577389050179
2012-02-07,1074.57767930528
2012-02-08,1233.09293112941
2012-02-09,1295.49906964376
2012-02-10,1329.0761531369
2012-02-11,370.670251326638
2012-02-12,3.13686267397959
2012-02-13,884.978014087568
2012-02-14,1101.70892840158
2012-02-15,1236.26763796012
2012-02-16,1281.52293047756
2012-02-17,1308.87047032481
2012-02-18,365.035024550119
2012-02-19,3.08917356898289
2012-02-20,871.523867757324
2012-02-21,1089.82344143768
2012-02-22,1239.45051835441
2012-02-23,1313.87919333227
2012-02-24,1384.59586009255
2012-02-25,402.015821558655
2012-02-26,3.57370017643628
2012-02-27,1068.58045698438
2012-02-28,1422.58654858658
2012-02-29,1722.448941938
2012-03-01,897.531790211707
2012-03-02,989.104449807413
2012-03-03,294.996664508788
2012-03-04,2.64592188325983
2012-03-05,784.117573650458
2012-03-06,1016.24360291609
2012-03-07,1176.6322887609
2012-03-08,1247.28874570838
2012-03-09,1291.11435113468
2012-03-10,361.697117235397
2012-03-11,3.0609259369507
2012-03-12,863.554588927911
2012-03-13,1075.03891129424
2012-03-14,1206.34024225364
2012-03-15,1250.5000009195
2012-03-16,1277.18551531087
2012-03-17,356.198307247977
2012-03-18,3.01439128320087
2012-03-19,10.846273142673
2012-03-20,1058.69530660236
2012-03-21,1193.32596883376
2012-03-22,1253.71952379122
2012-03-23,1309.43226584871
2012-03-24,376.806347739767
2012-03-25,3.31977182109785
2012-03-26,983.812652180563
2012-03-27,1298.07244114554
2012-03-28,1557.69219746502
2012-03-29,1742.27840100326
2012-03-30,1937.2907852807
2012-03-31,593.505292123763
2012-04-01,2.18954984971378
2012-04-02,666.521003803334
2012-04-03,887.3302970905
2012-04-04,1055.3173561753
2012-04-05,14.6557515029913
2012-04-06,15.5833430270811
2012-04-07,351.602428367241
2012-04-08,3.04279014459341
2012-04-09,870.034336121654
2012-04-10,1087.9608114474
2012-04-11,1220.84037615334
2012-04-12,1265.53093234315
2012-04-13,1292.53720494046
2012-04-14,360.479788515891
2012-04-15,3.05062407698617
2012-04-16,860.648207450519
2012-04-17,1071.42075765424
2012-04-18,1202.28018052681
2012-04-19,1246.29131499881
2012-04-20,1272.88701655642
2012-04-21,356.59085041554
2012-04-22,3.05847817853091
2012-04-23,882.378103157749
2012-04-24,1133.40836935312
2012-04-25,1324.08021699795
2012-04-26,1441.767965718
2012-04-27,1560.69413605559
2012-04-28,465.471128498579
2012-04-29,4.25032901639778
2012-04-30,1305.46879969619
2012-05-01,9.48562403219025
2012-05-02,900.512259170574
2012-05-03,998.252929311001
2012-05-04,1080.59516518673
2012-05-05,316.568778931899
2012-05-06,2.78906159103052
2012-05-07,811.881013720693
2012-05-08,1033.56818829216
2012-05-09,1175.47171222837
2012-05-10,1223.96369262276
2012-05-11,1250.0829254976
2012-05-12,348.639580267603
2012-05-13,2.95042421694002
2012-05-14,832.379621168099
2012-05-15,1036.22920102247
2012-05-16,1162.79045554436
2012-05-17,1205.35601383152
2012-05-18,1231.07816115673
2012-05-19,343.339281441234
2012-05-20,2.90556949906107
2012-05-21,10.5015801652448
2012-05-22,1038.89706476544
2012-05-23,1192.14892641504
2012-05-24,1275.09252025118
2012-05-25,1355.79564993879
2012-05-26,397.190906650167
2012-05-27,3.56253557472398
2012-05-28,1074.81388401683
2012-05-29,1443.7423063597
2012-05-30,1763.77136111676
2012-05-31,2008.39015387061
2012-06-01,919.561536118891
2012-06-02,276.720090671908
2012-06-03,2.50429535745384
2012-06-04,748.815218225836
2012-06-05,979.210910623527
2012-06-06,1143.94231601198
2012-06-07,1223.53194171132
2012-06-08,1277.90320910734
2012-06-09,361.212893525401
2012-06-10,3.07053102788577
2012-06-11,11.0482731313293
2012-06-12,1078.41235015372
2012-06-13,1210.12570062934
2012-06-14,1254.42403125231
2012-06-15,1281.19328396265
2012-06-16,357.31604652116
2012-06-17,3.0238503498315
2012-06-18,10.8803084123881
2012-06-19,1062.01745973572
2012-06-20,1191.72839810309
2012-06-21,1240.89101895997
2012-06-22,1284.49182940669
2012-06-23,366.337665759089
2012-06-24,3.19879680292359
2012-06-25,939.519672293848
2012-06-26,1228.59136868944
2012-06-27,1461.1850843778
2012-06-28,1619.78060364128
2012-06-29,1785.04229069749
2012-06-30,541.992589220592
2012-07-01,2.12387668306721
2012-07-02,8.24578935849468
2012-07-03,860.715789784825
2012-07-04,1023.66425971525
2012-07-05,1114.65024426852
2012-07-06,1185.19866470926
2012-07-07,341.056495889609
2012-07-08,2.95152496318526
